phish_id,url,phish_detail_url,submission_time,verified,verification_time,online,target
7305260,https://nmhdauzhxd.duckdns.org/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7305260,2021-09-28T14:36:45+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305259,https://nmhdauzhxd.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7305259,2021-09-28T14:36:44+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305258,https://mikbxxjvsd.duckdns.org/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7305258,2021-09-28T14:36:11+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305257,https://mikbxxjvsd.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7305257,2021-09-28T14:36:10+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305253,https://fnbaltcadm.duckdns.org/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7305253,2021-09-28T14:35:27+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305252,https://fnbaltcadm.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7305252,2021-09-28T14:35:26+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305250,https://bzipsxhiga.duckdns.org/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7305250,2021-09-28T14:34:31+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305249,https://bzipsxhiga.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7305249,2021-09-28T14:34:30+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305248,https://read.servegame.com/?loginid=a@abc,http://www.phishtank.com/phish_detail.php?phish_id=7305248,2021-09-28T14:34:25+00:00,yes,2021-09-28T14:40:44+00:00,yes,Other
7305247,https://zxclypkgan.duckdns.org/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7305247,2021-09-28T14:34:02+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305246,https://zxclypkgan.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7305246,2021-09-28T14:34:01+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305245,https://zkxwzdxnnb.duckdns.org/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7305245,2021-09-28T14:33:27+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305244,https://zkxwzdxnnb.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7305244,2021-09-28T14:33:26+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305243,https://bancaporinternet-netinterbankpe01.com/,http://www.phishtank.com/phish_detail.php?phish_id=7305243,2021-09-28T14:33:15+00:00,yes,2021-09-28T14:40:44+00:00,yes,Other
7305242,https://pdeawkgxpe.duckdns.org/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7305242,2021-09-28T14:32:59+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305241,https://pdeawkgxpe.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7305241,2021-09-28T14:32:58+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305240,https://lxadrpfhhp.duckdns.org/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7305240,2021-09-28T14:32:14+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305239,https://lxadrpfhhp.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7305239,2021-09-28T14:32:13+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305238,https://aricphhmrd.duckdns.org/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7305238,2021-09-28T14:31:33+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305237,https://aricphhmrd.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7305237,2021-09-28T14:31:32+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305235,https://rpbdpmvsqa.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7305235,2021-09-28T14:31:09+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305236,https://rpbdpmvsqa.duckdns.org/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7305236,2021-09-28T14:31:09+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305234,https://pnojuxxgxa.duckdns.org/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7305234,2021-09-28T14:30:29+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305233,https://pnojuxxgxa.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7305233,2021-09-28T14:30:28+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305232,https://kusama.us/,http://www.phishtank.com/phish_detail.php?phish_id=7305232,2021-09-28T14:30:21+00:00,yes,2021-09-28T14:40:44+00:00,yes,Other
7305229,https://kckfobbxna.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7305229,2021-09-28T14:29:31+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305230,https://kckfobbxna.duckdns.org/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7305230,2021-09-28T14:29:31+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305228,https://hembsrkqsr.duckdns.org/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7305228,2021-09-28T14:29:00+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305227,https://hembsrkqsr.duckdns.org,http://www.phishtank.com/phish_detail.php?phish_id=7305227,2021-09-28T14:28:59+00:00,yes,2021-09-28T14:40:44+00:00,yes,Apple
7305224,http://rathersoar.top/epbshs6S/dbs-wa/?_t=1632836919yrc,http://www.phishtank.com/phish_detail.php?phish_id=7305224,2021-09-28T14:24:35+00:00,yes,2021-09-28T14:40:44+00:00,yes,Development Bank of Singapore
7305223,http://avisodetransacao.com,http://www.phishtank.com/phish_detail.php?phish_id=7305223,2021-09-28T14:22:46+00:00,yes,2021-09-28T14:30:03+00:00,yes,Other
7305218,https://cloudmailbox.eu/sign%20in/,http://www.phishtank.com/phish_detail.php?phish_id=7305218,2021-09-28T14:09:33+00:00,yes,2021-09-28T14:20:53+00:00,yes,Other
7305213,https://www.xvideobangbros18.duckdns.org/,http://www.phishtank.com/phish_detail.php?phish_id=7305213,2021-09-28T14:03:57+00:00,yes,2021-09-28T14:20:53+00:00,yes,Other
7305212,https://verify-ch02.myftp.org/,http://www.phishtank.com/phish_detail.php?phish_id=7305212,2021-09-28T14:03:53+00:00,yes,2021-09-28T14:20:53+00:00,yes,Other
7305211,https://mail.serg.co.il/gy/wells.htm,http://www.phishtank.com/phish_detail.php?phish_id=7305211,2021-09-28T14:03:49+00:00,yes,2021-09-28T14:20:53+00:00,yes,Other
7305210,https://mail.serg.co.il/gy/,http://www.phishtank.com/phish_detail.php?phish_id=7305210,2021-09-28T14:03:44+00:00,yes,2021-09-28T14:20:53+00:00,yes,Other
7305209,http://heastsend.zoomtemp567late.ru/asdf/7847011a7c7452e5fe61d2dfdbeeb736/?key=7847011a7c7452e5fe61d2dfdbeeb736&amp;rand=19lnboxlightespn_7847011a7c7452e5fe61d2dfdbeeb736_uzbwa2vkvxbutlhkwfpfy0pl-&amp;e0d257d2fc16a874bccaa4dc273a36d781a35a8e08e19e5df45da50231c8b876,http://www.phishtank.com/phish_detail.php?phish_id=7305209,2021-09-28T14:03:40+00:00,yes,2021-09-28T14:20:53+00:00,yes,Other
7305208,http://scarce-expensive-palladium.glitch.me/,http://www.phishtank.com/phish_detail.php?phish_id=7305208,2021-09-28T14:03:37+00:00,yes,2021-09-28T14:20:53+00:00,yes,Other
7305206,http://ceramicevolution.com/lowstorage/page,http://www.phishtank.com/phish_detail.php?phish_id=7305206,2021-09-28T14:03:33+00:00,yes,2021-09-28T14:20:53+00:00,yes,Other
7305207,http://ceramicevolution.com/lowstorage/page/,http://www.phishtank.com/phish_detail.php?phish_id=7305207,2021-09-28T14:03:33+00:00,yes,2021-09-28T14:20:53+00:00,yes,Other
7305205,https://www.frostdiamond.jkub.com/invite.php,http://www.phishtank.com/phish_detail.php?phish_id=7305205,2021-09-28T14:03:29+00:00,yes,2021-09-28T14:20:53+00:00,yes,Other
7305204,https://www.frostdiamond.jkub.com/,http://www.phishtank.com/phish_detail.php?phish_id=7305204,2021-09-28T14:03:25+00:00,yes,2021-09-28T14:20:53+00:00,yes,Other
7305203,http://spectra.brydierobinson.com/wp-admin/POSTAL_Secur/c745e/,http://www.phishtank.com/phish_detail.php?phish_id=7305203,2021-09-28T14:03:22+00:00,yes,2021-09-28T14:54:03+00:00,yes,Other
7305202,http://spectra.brydierobinson.com/wp-admin/POSTAL_Secur/c745e,http://www.phishtank.com/phish_detail.php?phish_id=7305202,2021-09-28T14:03:21+00:00,yes,2021-09-28T14:54:03+00:00,yes,Other
7305201,https://cadastroo-clientess.sytes.net/,http://www.phishtank.com/phish_detail.php?phish_id=7305201,2021-09-28T14:03:17+00:00,yes,2021-09-28T14:20:53+00:00,yes,Other
7305200,http://www.militarybikers.org/.sign/,http://www.phishtank.com/phish_detail.php?phish_id=7305200,2021-09-28T14:03:13+00:00,yes,2021-09-28T14:54:03+00:00,yes,Other
7305198,http://onedrive.lepombuli.com/office/navigate/aol,http://www.phishtank.com/phish_detail.php?phish_id=7305198,2021-09-28T14:03:10+00:00,yes,2021-09-28T14:20:53+00:00,yes,Other
7305199,http://onedrive.lepombuli.com/office/navigate/aol/,http://www.phishtank.com/phish_detail.php?phish_id=7305199,2021-09-28T14:03:10+00:00,yes,2021-09-28T14:20:53+00:00,yes,Other
7305196,http://onedrive.lepombuli.com/c38ed33eea73f5f/navigate/Microsoft,http://www.phishtank.com/phish_detail.php?phish_id=7305196,2021-09-28T14:03:06+00:00,yes,2021-09-28T14:20:53+00:00,yes,Other
7305197,http://onedrive.lepombuli.com/c38ed33eea73f5f/navigate/Microsoft/,http://www.phishtank.com/phish_detail.php?phish_id=7305197,2021-09-28T14:03:06+00:00,yes,2021-09-28T14:20:53+00:00,yes,Other
7305194,http://onedrive.lepombuli.com/office/navigate/Outlook,http://www.phishtank.com/phish_detail.php?phish_id=7305194,2021-09-28T14:03:02+00:00,yes,2021-09-28T14:20:53+00:00,yes,Other
7305195,http://onedrive.lepombuli.com/office/navigate/Outlook/,http://www.phishtank.com/phish_detail.php?phish_id=7305195,2021-09-28T14:03:02+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305192,http://onedrive.lepombuli.com/office/navigate/Microsoft,http://www.phishtank.com/phish_detail.php?phish_id=7305192,2021-09-28T14:02:58+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305193,http://onedrive.lepombuli.com/office/navigate/Microsoft/,http://www.phishtank.com/phish_detail.php?phish_id=7305193,2021-09-28T14:02:58+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305190,http://onedrive.lepombuli.com/7d92b95693309ec,http://www.phishtank.com/phish_detail.php?phish_id=7305190,2021-09-28T14:02:54+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305191,http://onedrive.lepombuli.com/7d92b95693309ec/,http://www.phishtank.com/phish_detail.php?phish_id=7305191,2021-09-28T14:02:54+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305188,http://onedrive.lepombuli.com/7d92b95693309ec/navigate/Microsoft,http://www.phishtank.com/phish_detail.php?phish_id=7305188,2021-09-28T14:02:50+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305189,http://onedrive.lepombuli.com/7d92b95693309ec/navigate/Microsoft/,http://www.phishtank.com/phish_detail.php?phish_id=7305189,2021-09-28T14:02:50+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305187,http://spectra.brydierobinson.com/wp-admin/POSTAL_Secur/4863a/,http://www.phishtank.com/phish_detail.php?phish_id=7305187,2021-09-28T14:02:46+00:00,yes,2021-09-28T14:54:03+00:00,yes,Other
7305186,http://spectra.brydierobinson.com/wp-admin/POSTAL_Secur/4863a,http://www.phishtank.com/phish_detail.php?phish_id=7305186,2021-09-28T14:02:45+00:00,yes,2021-09-28T14:54:03+00:00,yes,Other
7305185,http://asiandrama.ge/admin/fmail/daaum1/login.php?cmd=login_submit&amp;id=c62d92b82e8a6bfdb3bf77ec1788f312c62d92b82e8a6bfdb3bf77ec1788f312&amp;session=c62d92b82e8a6bfdb3bf77ec1788f312c62d92b82e8a6bfdb3bf77ec1788f312,http://www.phishtank.com/phish_detail.php?phish_id=7305185,2021-09-28T14:02:41+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305184,http://asiandrama.ge/admin/fmail/daaum1/login.php?cmd=login_submit&id=1c6f4855f38dec96a0a99eeeaf74d42b1c6f4855f38dec96a0a99eeeaf74d42b&session=1c6f4855f38dec96a0a99eeeaf74d42b1c6f4855f38dec96a0a99eeeaf74d42b,http://www.phishtank.com/phish_detail.php?phish_id=7305184,2021-09-28T14:02:38+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305183,http://asiandrama.ge/admin/fmail/daaum1/index.php,http://www.phishtank.com/phish_detail.php?phish_id=7305183,2021-09-28T14:02:37+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305181,http://resgateaqui.io/@/0Arm6QgBd1QUDcpirPOuHyyxeQ/?tipoCliente=fisico&amp;segmento=emp&amp;pk_vid=db4b285e4b875c5b157759871728298d&amp;v=2.13.6,http://www.phishtank.com/phish_detail.php?phish_id=7305181,2021-09-28T14:02:34+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305182,https://resgateaqui.io/@/0Arm6QgBd1QUDcpirPOuHyyxeQ/?tipoCliente=fisico&amp;segmento=emp&amp;pk_vid=db4b285e4b875c5b157759871728298d&amp;v=2.13.6,http://www.phishtank.com/phish_detail.php?phish_id=7305182,2021-09-28T14:02:34+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305180,https://mjhghkjk-dsdfghjkk-yfghijkjj.s3.eu-west-2.amazonaws.com/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7305180,2021-09-28T14:02:29+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305176,http://uniqueautosinc.com/sba%20cpa/officeonline/home/?sslchannel=true&amp;sessionid=lziu3mkggdvgnd5zykiovnjehjepo0tys1vaoecqkepthrhv28vyw8ah8wnlmeqvi2oqk7ewv6y4tjtq,http://www.phishtank.com/phish_detail.php?phish_id=7305176,2021-09-28T14:02:10+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305175,http://icyuzuzosoft.rw/.update/run/si.html?cmd=_account-details&session=00d5f5488f622039a70297d8e319e9ef,http://www.phishtank.com/phish_detail.php?phish_id=7305175,2021-09-28T14:02:07+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305174,http://icyuzuzosoft.rw/.update/run/,http://www.phishtank.com/phish_detail.php?phish_id=7305174,2021-09-28T14:02:06+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305173,http://spectra.brydierobinson.com/wp-admin/POSTAL_Secur/5bed0,http://www.phishtank.com/phish_detail.php?phish_id=7305173,2021-09-28T14:02:02+00:00,yes,2021-09-28T14:54:03+00:00,yes,Other
7305172,http://spectra.brydierobinson.com/wp-admin/POSTAL_Secur/5bed0/,http://www.phishtank.com/phish_detail.php?phish_id=7305172,2021-09-28T14:01:58+00:00,yes,2021-09-28T14:54:03+00:00,yes,Other
7305171,https://resgateaqui.io/@/0ly4wUP5ohdOm1SxfWxWffBNox/?tipoCliente=fisico&amp;segmento=emp&amp;pk_vid=db4b285e4b875c5b157759871728298d&amp;v=2.13.6,http://www.phishtank.com/phish_detail.php?phish_id=7305171,2021-09-28T14:01:54+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305170,http://spectra.brydierobinson.com/wp-admin/POSTAL_Secur/81a26/,http://www.phishtank.com/phish_detail.php?phish_id=7305170,2021-09-28T14:01:50+00:00,yes,2021-09-28T14:54:03+00:00,yes,Other
7305167,https://uheuied8yd98dhse.s3.eu-west-2.amazonaws.com/2azlogin.commonoauth2authorizeclient.id000000020000-0ff1-ce0000000000verify0022298ytyf.html,http://www.phishtank.com/phish_detail.php?phish_id=7305167,2021-09-28T14:01:42+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305166,http://serg.co.il/gy/wells.htm,http://www.phishtank.com/phish_detail.php?phish_id=7305166,2021-09-28T14:01:38+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305165,http://serg.co.il/gy/,http://www.phishtank.com/phish_detail.php?phish_id=7305165,2021-09-28T14:01:35+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305164,http://serg.co.il/gy,http://www.phishtank.com/phish_detail.php?phish_id=7305164,2021-09-28T14:01:34+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305163,https://abouttheupdate.artificialamazoncard.club/signim/?openid.pape.max_auth_age=0&amp;openid.return_to=https://www.amazon.co.jp/?ref_=nav_em_hd_re_signin&amp;openid.identity=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.assoc_handle=jpflex&amp;openid.mode=checkid_setup&amp;key=a@b.c&amp;openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&amp;openid.ns=http://specs.openid.net/auth/2.0&amp;&amp;ref_=nav_em_hd_clc_signin,http://www.phishtank.com/phish_detail.php?phish_id=7305163,2021-09-28T14:01:30+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305161,http://www.businesscard.net.au/.sign/file/,http://www.phishtank.com/phish_detail.php?phish_id=7305161,2021-09-28T14:01:25+00:00,yes,2021-09-28T14:54:03+00:00,yes,Other
7305160,https://90SCDS.b-cdn.net/meeting.html#cGV0ZXIubW91dGhhYW5Adml0ZXJyYS5j,http://www.phishtank.com/phish_detail.php?phish_id=7305160,2021-09-28T14:01:21+00:00,yes,2021-09-28T14:54:03+00:00,yes,Other
7305159,https://sgp1.digitaloceanspaces.com/restqwertieslong009mediumbook38vitual/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7305159,2021-09-28T14:01:17+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305158,http://covid19guidelines-login365.s3.eu-central-1.amazonaws.com/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7305158,2021-09-28T14:01:13+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305156,http://resgateaqui.io/@/0PtAUykclBuSDqDXLVcTL2DtbD/?tipoCliente=fisico&amp;segmento=emp&amp;pk_vid=db4b285e4b875c5b157759871728298d&amp;v=2.13.6,http://www.phishtank.com/phish_detail.php?phish_id=7305156,2021-09-28T14:01:10+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305157,https://resgateaqui.io/@/0PtAUykclBuSDqDXLVcTL2DtbD/?tipoCliente=fisico&amp;segmento=emp&amp;pk_vid=db4b285e4b875c5b157759871728298d&amp;v=2.13.6,http://www.phishtank.com/phish_detail.php?phish_id=7305157,2021-09-28T14:01:10+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305155,https://astrochemistry412.com/access/wells-fargo-new-RD396/,http://www.phishtank.com/phish_detail.php?phish_id=7305155,2021-09-28T14:01:06+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305153,https://sandemo.sfdemo.win/,http://www.phishtank.com/phish_detail.php?phish_id=7305153,2021-09-28T14:00:58+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305152,https://90scds.b-cdn.net/meeting.html,http://www.phishtank.com/phish_detail.php?phish_id=7305152,2021-09-28T14:00:54+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305151,https://600427.selcdn.ru/papi/74b.html,http://www.phishtank.com/phish_detail.php?phish_id=7305151,2021-09-28T14:00:50+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305150,https://smartsparksolutions.com/2018/postmaster/postmaster/china/index.php?email=yang.hu@worldquant.com,http://www.phishtank.com/phish_detail.php?phish_id=7305150,2021-09-28T14:00:46+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305148,https://onedrivesfileshares-secure.s3.che01.cloud-object-storage.appdomain.cloud/index.html,http://www.phishtank.com/phish_detail.php?phish_id=7305148,2021-09-28T14:00:35+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305147,http://pacvid.s3.amazonaws.com/inc.html,http://www.phishtank.com/phish_detail.php?phish_id=7305147,2021-09-28T14:00:32+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305145,http://3-67-179-55.cprapid.com/outlook,http://www.phishtank.com/phish_detail.php?phish_id=7305145,2021-09-28T14:00:28+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305146,http://3-67-179-55.cprapid.com/outlook/,http://www.phishtank.com/phish_detail.php?phish_id=7305146,2021-09-28T14:00:28+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305144,http://dbnjdnend-dknnedd-ndenmkdem.s3.eu-west-2.amazonaws.com/gjhhkkindex.html,http://www.phishtank.com/phish_detail.php?phish_id=7305144,2021-09-28T14:00:24+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305143,https://www-key-com.test.edgekey.net/,http://www.phishtank.com/phish_detail.php?phish_id=7305143,2021-09-28T14:00:20+00:00,yes,2021-09-28T14:20:54+00:00,yes,Other
7305140,https://tpay.pl-order-received.shop/BankMillennium/86b4dd12-7e6ef9d62df960ef-2df960efef273a33-ef273a33/action/1/,http://www.phishtank.com/phish_detail.php?phish_id=7305140,2021-09-28T13:55:39+00:00,yes,2021-09-28T14:20:54+00:00,yes,Bank Millennium
7305094,https://attsig.weebly.com/,http://www.phishtank.com/phish_detail.php?phish_id=7305094,2021-09-28T13:45:31+00:00,yes,2021-09-28T13:57:41+00:00,yes,Other
